text,label
 Philippines President Rodrigo Duterte said he has been warning of the COVID-19 “since the beginning.”,Fake
 Bill Gates personally will profit from a COVID-19 vaccine and he owns a company that plans to implant microchips in everyone.,Fake
 PCR test swab length “is double the length for the flu test”.,Fake
 People in Ukraine will be forcibly vaccinated against the new coronavirus.,Fake
 An Italian gathering chants “Long live Egypt” after the Egyptian government provided medical aid to Italy.,Fake
 Iranian girl Anahita Hashem Zadeh dies of COVID-19.,Fake
" An image showing the lighting of the Burj Khalifa in Dubai in the colors of the Syrian flag, in solidarity with the Syrians facing coronavirus.",Fake
 The European Union lifted economic sanctions on Syria.,Fake
 A quarter of teaspoon of Kalonji seeds can prevent COVID-19 infection.,Fake
 A video shows a fortune teller predicting the coronavirus pandemic in December on Spanish TV.,Fake
 Papa John’s Colombia is giving away free pizzas during the quarantine.,Fake
 This is a photo of people who died because of COVID-19 attacking the police in Ecuador.,Fake
 Ivermectine destroys coronavirus in 48 hours.,Fake
 Mexican companies are giving 4G as a gift because of the quarantine.,Fake
 Harvard professor arrested for having ties with creating the coronavirus and leaking it.,Fake
 Australian researchers discovered the cure for coronavirus: a antiparasitic medicine called Ivermectin.,Fake
 Eating raw garlic and tumeric every day protects you from coronavirus.,Fake
 Ex-president of Colombia Uribe has COVID-19.,Fake
 Some food with low pH reduces the coronavirus.,Fake
 Steam with eucalyptus prevents coronavirus.,Fake
 Professor Lieber created and sold COVID-19 to China.,Fake
 Drinking coffee “decreases the voracity” of the coronavirus.,Fake
 Gargling with baking soda and hot water kills the coronavirus.,Fake
" A video showing law enforcement officers beating civilians is being shared on Facebook and WhatsApp in Nigeria, with claims that it shows Nigerian soldiers beating citizens while enforcing the COVID-19 lockdown in the country.",Fake
" A screenshot of a web publication has been shared hundreds of times in multiple posts on Facebook, Twitter, and Instagram that claim the Nigeria Centre for Disease Control said it spent a billion naira ($2.78 million) on COVID-19 text message awareness campaign.",Fake
 Israel does not have COVID-19 deaths thanks to a cure made of baking soda with lemon.,Fake
 There will be a worldwide Internet ‘blackout’ during Easter.,Fake
" IMAS, a Costa Rican welfare institution, enabled a phone line to request money for a pandemic from COVID-19.",Fake
" Auto Mercado is giving away $ 500 coupons, or Papa John’s pizzas for the COVID-19 pandemic.",Fake
 Sodium chlorite kills COVID-19.,Fake
 With eucalyptus sprays you can “destroy the virus (SARS-COV-2)”,Fake
 Walmart is giving away $ 250 free food to everyone this week to support the nation in Mexico.,Fake
" One article of “Le Parisien” French journal, published in 2013, reveals that COVID-19 was created by Chinese scientists.",Fake
 Photo shows an Italian billionaire hurling his fortune because he lost his family.,Fake
 Photo shows the dorm rooms where the ones turning back from Mecca were quarantined.,Fake
 Kayseri municipality published Coffin Dance billboards for COVID-19,Fake
 A doctor warned about 57 positives cases that should be hidden in Ecuador.,Fake
 Multiple Facebook posts claim an anti-viral injection that was being developed in the Philippines in April 2020 is a cure for COVID-19.,Fake
" In the midst of the coronavirus crisis, Prime Minister Mette Frederiksen has received a salary increase.",Fake
 Danish politician quoted for saying the coronavirus epidemic is caused by refugees.,Fake
 Multiple posts shared with pictures of an aircraft delivering supplies claim to show the delivery of coronavirus vaccines from China to a Nigerian airport.,Fake
" WHO advises that amid the rise in COVID-19 infections, 
cloth (e.g. cotton or gauze) masks are “not recommended under any circumstances.”",Fake
 A Taiwanese TV program reports that the lungs of many patients affected by COVID-19 had become fibrous and their survival rate is lower than that of lung cancer.,Fake
" The coronavirus is only as dangerous as a flu, the diseases have the same death rate, air pollution and bad hygienic conditions in Italian hospitals (hospital germs) are responsible for the many death cases and only 5% of the whole population is endangered by COVID-19.",Fake
 Israel health minister said COVID-19 was a punishment againt homosexuality.,Fake
" Germany, Austria and Switzerland markets chlorine dioxide.",Fake
" Ángeles Blanco, tv host, thanks God because the situation is getting worse in Germany because of COVID-19.",Fake
" Leire Pajín, former minister of health, advises the Government on the coronavirus technical committee.",Fake
" A Facebook user claims Melinda Gates divorced her husband, Bill Gates, for wanting to destroy Africa.",Fake
 Photographs of coronavirus patients casket in Italy.,Fake
 US arrests the man who created COVID-19.,Fake
 German doctor claims half of COVID-19 tests shows false positive results.,Fake
 A Facebook post claims the World Health Organization is hiring community enforcement workers in Kenya to help create awareness of COVID-19 and links to a Google Form application.,Fake
 Multiple posts have been shared on Facebook in early April 2020 claiming that Singapore introduced fines of up to SGD$150 for anyone not wearing a face mask outdoors during the COVID-19 pandemic.,Fake
" India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls.",Fake
 Multiple posts on social media in Nigeria claim that the United Kingdom terminated a deal with Chinese tech company Huawei after receiving contaminated coronavirus test kits.,Fake
" The internet portal El Horizonte says that from April 5 to 6, 2020 there was a day without COVID-19 infections in Nuevo Leon, Mexico.",Fake
 Official data show that there were more deaths in Italy in 2019 than in 2020.,Fake
 Screenshots circulating on Twitter and Facebook say the Nigeria Centre for Disease Control spent N1 billion (US$2.7 million) on sending text messages to educate Nigerians about COVID-19.,Fake
 A “study” saying that runners and cyclists may project contaminated droplets up to 5 meters,Fake
 Family of three died within days of each other before testing positive for coronavirus.,Fake
 Australian researchers developed a drug that can neutralize SARS-CoV-2 in 48 hours.,Fake
 An image shared via WhatsApp states that COVID-19 can be prevented by washing your mouth with hot water and salt or hot water and vinegar.,Fake
 Everyone in Israel drinks a cup of hot water with lemon and a little soda every night. It has been proven to kill the virus.,Fake
" The Israel Minister of Health, Yaakov Litzman, said COVID-19 is the divine punishment for homosexuality, and has since been tested positive with COVID-19.",Fake
 Queen Elizabeth is shown in a quote card to be praising President Rodrigo Duterte for the Philippines government’s efforts amid the COVID-19 pandemic in a recent speech.,Fake
" A picture shows “María Asunción Del Refugio Domínguez, a scientist who graduated with honors. It is very likely that she has discovered a vaccine for COVID, in her arduous investigation, she was infected with the virus.”",Fake
 In a video a paramedic claims the risk to get COVID-19 increases when you wear a face mask.,Fake
 A chain message on WhatsApp invites the population to process cash bonds delivered by Mexican government agencies due to the quarantine.,Fake
 A pandemic risk analysis of the German government from 2012 disappeared from the archive of the parliament.,Fake
 The army and the police in Spain are carrying out a massive campaign of arrests in the streets for the elderly. The army arrests anyone over the age of fifty and puts them in quarantine.,Fake
 The World Health Organization selects the Tunisian Minister of Health as the best health minister in Africa.,Fake
 People in India are forbidden to share or give news updates about COVID-19.,Fake
 A video of dozens of people praying outdoors shows Italians praying during the novel coronavirus pandemic.,Fake
 The SLPP (Ruling Party in Sri Lanka) symbol has been used in Sathosa (State owned retail chain) spice packaging as part of political campaign during relief distribution amid COVID-19.,Fake
 President of Sri Lanka has contracted COVID-19.,Fake
 FBI has arrested a US professor who has manufactured and sold coronavirus to Wuhan.,Fake
" Luis Fernando Camacho, presidential candidate of the political party Creemos, donated respirators to Bolivian hospitals to combat COVID-19.",Fake
 Drinking water with garlic could protect you against COVID-19.,Fake
 Bolivian former president Evo Morales asks by audio the militancy from political party Movement to Socialism to destabilize the actual government of Bolivia in this lapse of quarantine.,Fake
 A chart shows how the Bolivian government received more than 500 million dollars to combat COVID-19.,Fake
 Bolivian Government Minister Arturo Murillo in a conference asked women to get their uterus ready because the crisis of COVID-19 comes soon.,Fake
 Video shows how Bolivian police shot a moto-taxi that had not respected the COVID-19 quarantine in Montero.,Fake
 31 coronavirus patients have recovered in Ghana.,Fake
" Leonardo Da Vinci Hospital, a COVID-19 reference hospital in Fortaleza, Brazil, is empty. A video “proves” there was no one at the areas open to the public.",Fake
" Roberto Gazolla, a COVID-19 reference hospital in Rio de Janeiro, Brazil, is empty. Photos “prove” there was no one at the areas open to the public, like the entrance hall.",Fake
 A RAI TV show from 2015 warned about Chinese research to create a new coronavirus from other virus parts. It all took place in Wuhan.,Fake
 American citizens have placed a nude statue of President Donald Trump in New York City because he failed to handle the coronavirus situation in USA.,Fake
 All social media group admins are requested to close their groups for two days.,Fake
 A video shows a man spitting into a bottle of tea and placing it back on a supermarket rack in an attempt to spread the coronavirus infection.,Fake
 Family starving for food commits suicide in India during lockdown.,Fake
 Green tea can cure COVID-19.,Fake
 Indian government deploying the army in Telangana to curb the coronavirus situation,Fake
 Indian Singer Kanika Kapoor was treated in Mumbai Wockhardt Hospital for COVID-19; the hospital was shut down as staff got infected.,Fake
 The WHO issued protocol for a COVID-19 curfew,Fake
 Muslim League Bangladesh party leader’s son Janab Muhammed Abdul Alam donates 800 cr to CH charitable trust works under Muslim League.,Fake
 Video of a man belonging to Tabligi Jamaat stripped naked and vandalizing the hospital where he’s put under quarantine.,Fake
 Can asymptomatic people with coronavirus spread the virus?,Real
" MMS, essential oils are cures for the coronavirus.",Fake
 Relationship between breastfeeding with COVID-19 and the risk of transmitting the coronavirus to the baby.,Real
 Some countries are throwing away bodies of coronavirus patients into the sea.,Fake
 In Karnataka all Hindus have decided to boycott Muslims because of their anti-national activities.,Fake
 COVID-19 is transmitted through fruits and vegetables In Hong Kong.,Fake
" A video shows that after drinking snake blood during training in Thailand, US soldiers went to Wuhan for the Military World Games. The US soldiers were the intermediate hosts of COVID-19.",Fake
" A picture of an agglomeration of people in São Paulo’s “Crackland”, alledgedly during the lockdown.",Fake
" A video of a man in front of the Pacaembu Stadium, in São Paulo, where a field hospital for COVID-19 patients was built. He claims that, since there’s no movement in the entrance, no one waiting to get in, there’s no one inside either.",Fake
 Can nebulizations relive coronavirus symptoms?,Fake
" In the wake of coronavirus outbreak, the Ministry of Tourism has issued an order for the closure of Hotels, Restaurants and Resorts in the country till 15 October 2020.",Fake
 Video of a Tablighi Jamaat member roaming naked and creating ruckus in the isolation ward.,Fake
 Drinking coffee “decreases the voracity” of the coronavirus,Fake
 A picture text circulating on WhatsApp attributed to the Nigeria Centre for Disease Control claims they spent 1 billion naira on SMS notifications to educate Nigerians.,Fake
 Spain will track down to location of mobile phones to control people during the lockdown.,Fake
" Coronavirus epidemic is a hoax, used to cover-up that 5G network is secretly being installed in Croatia’s capital city Zagreb.",Fake
 There is no home vaccination against coronavirus in Cuba.,Fake
 Barack Obama warned Africans against vaccines from America and Europe.,Fake
 Criminals are handing out masks with chemicals to make people pass out in order to commit robbery.,Fake
 Money was taken from hospitals to finance cultural projects in Brazil.,Fake
 Brazil was ranked by the World Bank as the country with best policies in the fight against COVID-19.,Fake
 Video shows an alleged hotel owner in New York who jumped out of a window after firing all his employees. The hotel went bankrupt because of the lockdown policies.,Fake
" Fábio de Melo, a famous Brazilian priest, published a text criticizing lockdown and asking for empathy for those who need to work.",Fake
 A 24-hour COVID-19 hotline offers essential food items during curfew in Sri Lanka.,Fake
 The Macedonian Minister of Health “boldly tramples on a serious brand like Acibadem Sistina and deters the citizens to take tests in this hospital.”,Fake
 Coronavirus can be spread to animals.,Real
 Coronavirus can be spread between people and animals.,Real
 A Royal Decree-Law approved and published in the Official State Gazette (BOE) would allow people who regularly do sports to run during the state of alarm.,Fake
 A video of a television presenter where she says “thank God things get complicated” referring to the coronavirus in Germany.,Fake
 Tamil Siddhas mentioned herbal medicine for COVID-19.,Fake
 The disaster management act in India prohibits posting messages regarding COVID-19 and would attract punishment to those who don’t obey.,Fake
" Police warn Whatsapp group admins regarding punishment on posting fake content, hate messages against religious and social groups.",Fake
 This protein is a cure against COVID-19,Fake
 Claim that the Polish government is planning to cut on family benefits due to coronavirus.,Fake
 An image shows a COVID-19 rail tanker.,Fake
 70 Muslims who attended the Tablighi Jamaat event in Delhi are misbehaving with the staff in Belagavi in Karnataka.,Fake
 The mayor of Curitiba in Brazil did not order the closure of shops and the city did not register any deaths by COVID-19.,Fake
" Cuban recommends aspirin, honey and lemon to cure COVID-19.",Fake
 A video by influencer Miranda Makaroff who says that the brain can control the immune system and heal us.,Fake
 Prince Charles of Wales has been cured of the coronavirus using homeopathy.,Fake
 President Donald Trump has announced that the Roche Medical Company will launch a coronavirus vaccine this Sunday.,Fake
 The Washington Post has published an editorial whose title is “Either wild capitalism dies or civilization dies.”,Fake
" Empty hospital corridors and waiting rooms in Toulon, France, prove that the government is lying on the degree of gravity of coronavirus crisis.",Fake
" This old poem, writen during XIXth century, prove that the history of pandemia repeats itself among centuries.",Fake
 A member of Tablighi Jamaat is roaming naked and misbehaving with hospital staff.,Fake
 The WHO advises against consuming bakery products.,Fake
 Steam from boiling oranges kills COVID-19.,Fake
 Coronavirus will be exterminated if lockdowns are lifted.,Fake
 The number of deaths from COVID-19 are exaggerated.,Fake
 Brazilian Chamber of Deputies president rejected a Jair Bolsonaro bill about COVID-19 quarentine in February.,Fake
" Mike Ryan, director of the WHO, said isolation measures worsen the pandemic.",Fake
 Hindus drop their religious statues in the sea because of its uselessness in COVID-19 crisis.,Fake
" Social media accounts purporting to represent the Nigeria Centre for Disease Control have proliferated since February, when Africa’s most populous country recorded its first case of COVID-19.",Fake
" President Emmanuel Macron was cheered by a crowd of fake supporters during a visit in Pantin, France.",Fake
 Video of the Kenyan Government using a Maasai tribe man to impose social distancing in Kenya.,Fake
 Muslim owned restaurants in Bengaluru have chefs brainwashed by Markaz attendees and are spreading coronavirus by spitting in the food.,Fake
 A post says that Barack Obama warned Africans not to accept European or American vaccines.,Fake
 A Dutch minister said that “giving money to Portuguese politicians is like putting a cat in a sardines basket”.,Fake
 Link to get 160.000 pesos help from the Colombian government.,Fake
 Former Colombian president and current senator Álvaro Uribe tested positive for COVID-19,Fake
 5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.,Fake
 Video of bodies being washed ashore being shared as countries dumping their coronavirus bodies into the sea and thus requesting people to avoid sea food.,Fake
 Black body bags being referred to as deaths in New York and the reason a lockdown is essential.,Fake
 Colombian President Ivan Duque is one of the leaders who best faced the COVID-19.,Fake
 Italians throw money in the street protesting against coronavirus.,Fake
 Colombia is the country with the most intensive care beds in Latin America.,Fake
 Alkaline diets are effective against coronavirus.,Fake
 A Facebook post shared thousands of times claims seven children died in Senegal after being given a COVID-19 vaccine.,Fake
 Dozens of posts shared hundreds of times on Facebook and WhatsApp claim that South African President Cyril Ramaphosa told foreigners to leave the country to minimise the spread of the novel coronavirus.,Fake
" A video has been viewed hundreds of thousands of times in posts on Facebook, YouTube, Douyin and Weibo purporting to show a detector dog after it was assaulted during a security check amid the ongoing COVID-19 pandemic.",Fake
 Senasa or the Costa Rican Public Force will sacrifice cats due to the COVID-19 pandemic.,Fake
 Posts claim that the speaker of the Winsconsin state assembly Robin Vos wore protective gear that “election workers he forced to work … do not have.”,Fake
 The virus did not affect the main Chinese cities or some countries like Syria and Russia.,Fake
 Various graphics in the form of quote cards show personalities praising President of the Philippines Rodrigo Duterte for his administration’s response to the coronavirus outbreak. The quotes in some of these graphics also denounce Duterte’s critics.,Fake
 Are people dying in the streets like Ecuador?,Fake
" The FBI of the US had warned that there would be riots in the Chinese community since 600,000 unemployed gangsters are going to be releasing. They are targeting Chinese because the coronavirus is originated from China.",Fake
" When you have symptoms of dry coughing, sneezing, faint, fever, and difficulty breathing, you are infected with COVID-19; if you have only coughing and sneezing, then it’s just the air pollution.",Fake
" A claim has been shared repeatedly in multiple Facebook, WhatsApp and Twitter posts that the Indian government has outlawed social media posts about the novel coronavirus pandemic through a piece of national legislation called the Disaster Management Act.",Fake
 Bhutan has zero COVID-19 cases thanks to its vegetarian diet.,Fake
 A video has been shared in multiple Facebook and Twitter posts in April 2020 alongside a claim it shows a temple in India that was turned into a COVID-19 quarantine centre by the state government.,Fake
" Once a state of emergency is declared, you will be banned from going out for three weeks in Japan.",Fake
 A video has been viewed hundreds of times in multiple posts on Facebook and Twitter alongside a claim it shows an Italian woman who committed suicide after contracting COVID-19.,Fake
 Erdogan will not close mosques in Turkey during the coronavirus pandemic.,Fake
 Smoking cannabis can prevent COVID-19.,Fake
" Social media posts claim South African president Cyril Ramaphosa has told all foreigners to leave the country by 21 June, when another three-month “total lockdown” will be implemented.",Fake
 Michigan governor violated social distancing order while signing stay-at-home order.,Fake
" A video has been viewed tens of thousands of times on Twitter, Facebook and YouTube alongside a claim that it shows the US Federal Bureau of Investigation (FBI) raiding a synagogue that was used to hoard face masks and other medical equipment.",Fake
" A video has been viewed more than one million times in multiple posts on Facebook, Twitter, YouTube and TikTok which claim it shows people in Italy chanting “Allahu Akbar” and seeking “help from Allah” during the coronavirus pandemic .",Fake
 A Muslim boy is spitting on bread slices to spread coronavirus.,Fake
 On social media a graph is reportedly showing a correlation between the use of face masks in four Asian countries and significantly fewer coronaviruses cases.,Fake
 Inhaling a mixture of peppermint oil and clove oil cure COVID-19,Fake
" This video reveals the manipulation behind COVID-19 pandemics, in order to install a dictatorship order.",Fake
" In Almaty, the American BioLAB shows no signs of participating in the fight against coronavirus, while the whole of Kazakhstan has been making every effort for almost a month in the situation with the spread of coronavirus infection in the country.",Fake
 A retired woman died after receiving a fine for violating quarantine in Ukraine.,Fake
 The pandemic reduced global greenhouse emissions by 25%.,Fake
 The United States seized ventilators that Taiwan donated to Paraguay.,Fake
" Yaakov Litzman, the Israeli minister for health who recently tested positive for SARS-CoV-2, originally said that this disease was divine punishment against homosexuality",Fake
 France decided to end the quarantine due to its negative effect on the economy.,Fake
 2 nurses who were in ITU in Swansea have died today. 3 more still ventilated. All from the same unit.,Fake
 Pictures show how coronavirus is spread on a nurse’s face after wearing a mask under ultraviolet light.,Fake
 An image shared on Facebook proves that US Army planes have dropped on Italy capsules containing COVID-19 to poison Italians.,Fake
" Post in Lithuanian saying: “I don’t protect. I never put on a mask. I never disinfect my hands and I won’t. (but that doesn’t mean I don’t wash them!). Because I know. That this is a lie. The mask will not protect. The hands themselves create protection. The body itself knows that if you take care of it, it will be grateful to you and it will not cause you nonsense.”",Fake
 A woman killed her three children and committed suicide because of the problems she faced amidst the lockdown in India.,Fake
 There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.,Fake
 The Torre Latinoamericana in Mexico City was illuminated due to the pandemic.,Fake
 President of Mexico Andres Manuel Lopez Obrador claims that Urinary Tract Infections aggravate the affectations by COVID-19.,Fake
 France removes the European Union flag in light of the spread of COVID-19.,Fake
" “COVID-19 is a gas. This is what happened tonight in the streets of Rome, thousands of birds lying everywhere.”",Fake
" India’s Minister of State for AYUSH Shripad Naik held a press conference claiming that Prince Charles followed the rules of Ayurveda, which is why he is recovering so soon.",Fake
 A message claims that Dr. Charles Lieber has been arrested for manufacturing the coronavirus.,Fake
 A Whatsapp chain that says that consuming alkaline foods helps fight coronavirus.,Fake
" Whales are spotted at Bombay High, the offshore rig for the Oil and Natural Gas Corporation
in India. Nature is reclaiming its space.",Fake
 The new digital derogatory attestation allowing to go out will be used by French state and police in order to collect personal data and track its population.,Fake
" The Disaster Management Act has been implemented across India. As per the act, apart from the government departments, no other citizen is allowed to post or share any forward related to the novel coronavirus.",Fake
" Amid COVID-19 lockdown, the Himalayan Mountain Range is visible from the Puttalam area in Sri Lanka.",Fake
 Dr. Anil Jasinghe is appointed as the vice chairman of the WHO executive board.,Fake
" Ghana’s leading biomedical research institute, Noguchi, approves COA FS, a Ghana-made food nutritional supplement, to fight the coronavirus.",Fake
 A video clip by U.S. Television station WCVB virtual channel 5 is being shared on messaging platform WhatsApp as proof that the US has allegedly arrested “the man who manufactured and sold the coronavirus to China.”,Fake
 This map of France shows how and when home confinement will end (by date and regions).,Fake
 A photo shows dozens of coffins allegedly for sale for coronavirus victims.,Fake
 The image shows the facade of a building with the terraces crowded with people and spreads with the message “in India everyone at home to avoid crowds on the street”.,Fake
" In a video, the alleged Peruvian “pharmaceutical chemist” Juan Panay claims that gargling salt kills the coronavirus by altering the pH of the throat.",Fake
 Ultraviolet lights are used to disinfect areas contaminated by the coronavirus.,Real
 People burn candles on top of their heads after PM Modi’s nationwide appeal to light a candle on 4/5/20 at 9 p.m.,Fake
" Image of deers roaming in Pudukkottai, Tamil Nadu.",Fake
 Image of Indian police officer beating street children for not abiding the lockdown.,Fake
 Image of Kerala CM Pinarayi Vijayan following PM Modi’s appeal to light lamp on 5th April 2020.,Fake
 Images of the public beating police officers enforcing lockdown in the Indian state of U.P.,Fake
 Steam therapy can kill the new coronavirus.,Fake
 Video of whales spotted near Bombay High.,Fake
 A video of fire is shared with the claim that a fire erupted at Solapur Airport in Maharashtra state due to firecrackers on 4/5/20 at 9p.m.,Fake
 A video showing a police officer briefing about cases being registered against the WhatsApp group admins is shared in the context of coronavirus lockdown.,Fake
 A report from the Georgia Institute of Technology links 5G to the immune system and coronavirus.,Fake
 A picture shows the new COVID-19 cure invented in France.,Fake
 Italians pull down EU flags and replacing them with Russian and Chinese flags because of Russia and China helping them fight the coronavirus epidemic.,Fake
" Salim Mattar, owner of Localiza (Brazilian rental car company) criticizes COVID-19 related lockdown measures.",Fake
 Doctors who recovered from COVID-19 quckly had inhaled steam every day.,Fake
" The pH value of COVID-19 is between 5.5 and 8.5 so you should have alkaline food with a pH higher than 8.5 to kill the virus — such as lemon, garlic or pineapple.",Fake
 COVID-19 vaccines will come with a microchip to control the population.,Fake
" A study from Dr. Vladimir Zelenko had 100% success on using hydroxychloroquine, zinc and azithromycin to cure coronavirus.",Fake
 American researcher Charles Lieber was arrested for selling the novel coronavirus to the Chinese.,Fake
" Rodrigo Maia, president of the Brazilian Chamber of Deputies, said on Twitter that he’d rather see a few people die from COVID-19 before using money from public electoral funds to pay for their treatment.",Fake
 Posts shared on Facebook and WhatsApp claim a South African hospital found that traces of the novel coronavirus had survived on the surface of fresh food items for 12 hours during lab tests.,Fake
 The WHO has issued a protocol for lockdown extension providing a relaxation period of five days.,Fake
" A video shows deer walking down a street in Ciudad Real, Spain.",Fake
 WhatsApp will limit the forwarding of all messages.,Fake
 Sun and air can cure coronavirus.,Fake
 WhatsApp group admins will be arrested if anyone shares any joke/information about the coronavirus.,Fake
 Roma streets are filled with bird corpses because of coronavirus poisoning in the air.,Fake
 COVID-19 is immune to organisms with a pH greater than 5.5.,Fake
 Traffic images in Madrid for the start of Easter.,Fake
 Serbian PM stated that citizens of South Korea have to pay to get tested for the coronavirus.,Fake
 A man in Italy killed himself after he lost his family to the coronavirus.,Fake
 WHO issued proposal for extending lockdowns to control COVID-19.,Fake
 Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way … Filipinos are very lucky to have him.”,Fake
 The Obama administration left President Donald Trump with a “stockpile with a cupboard that was bare.”,Fake
 “The North Carolina and Virginia State line is closed. Nothing in or out.”,Fake
 A poem about people staying home was written by Kathleen O’Mara in 1869.,Fake
 “59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.”,Fake
" A claim has been shared thousands of times on Facebook and Twitter in Sri Lanka that the ruler of Sharjah, one of the seven emirates of the United Arab Emirates (UAE), banned burials of people who died after contracting the novel coronavirus.",Fake
 A graphic has been shared hundreds of times in multiple posts on Facebook and Twitter alongside a claim that it contains a quote from Britain’s Queen Elizabeth in which she praises Philippine President Rodrigo Duterte for his efforts to curb the novel coronavirus pandemic. The posts allege that the queen made the remarks during her televised speech on 4/6/20.,Fake
" As a special task force assembled earlier this month to help in the handling of the COVID-19 outbreak, a photo of a tank on Toronto’s Dundas Square surfaced on social media.",Fake
 A photo has been shared hundreds of times in multiple posts on Facebook and Twitter which claim it shows that packets of spice included in Sri Lankan government ration kits during the COVID-19 lockdown were branded with a local political party’s logo. The posts allege that the photo is evidence vulnerable people are being exploited during the pandemic for political gain.,Fake
" This map shows the dates of the end of lockdown in France, region by region.",Fake
 Video of a delivery boy spitting on the slices of bread by opening the packets in the truck and resealing them for sale to spread coronavirus.,Fake
" In India, the Congress President’s approval is required to use funds from PMNRF.",Fake
 Lockdown in Telangana extended till 3 June 2020.,Fake
" WHO has issued guidelines on how to implement lockdown in the country. As per those guidelines, after April 14 lockdown in India will be relaxed for 5 days and will be re-imposed.",Fake
 The Government of Andhra Pradesh has made Kanipakam temple a quarantine center for coronavirus suspects.,Fake
 A post says that the USA arrested the man who “sold” the new coronavirus to China.,Fake
 Posts claim to show a picture of a Colombian doctor fighting COVID-19.,Fake
" Claudia López, Angélica Lozano, Jorge Robledo and other Columbian center-left and leftist politicians broke quarantine and met for dinner.",Fake
 Italy cheers for Egypt in a march.,Fake
" Owing to India lighting diyas on April 5, a satellite captured India as illuminated while the world was in darkness.",Fake
 The Gandhi siblings- Priyanka and Rahul broke down the lockdown enforced in India and were roaming around.,Fake
 An image of a train with the inscription “COVID-19”.,Fake
" A video has been viewed hundreds of thousands of times in multiple Facebook posts which claim it shows two Italian doctors who contracted novel coronavirus, which causes the disease COVID-19, while treating patients.",Fake
 The Public Force is recruiting people to reinforce police control on the Nicaraguan border.,Fake
 The United States arrested a Harvard doctor for making and selling COVID-19 to China.,Fake
" Facebook posts claims the Asian, Hong Kong, swine and bird flus each “killed more people than coronavirus.”",Fake
 A photo shows South Carolina after stay-at-home orders were announced.,Fake
 “Same little boy died of COVID-19 in three different countries. Still don’t believe the media is #fakenews?”,Fake
 “Everyone is only dying of coronavirus now.”,Fake
" Queen Elizabeth II praised President Rodrigo Duterte and said that the Philippines has the worst citizens, according to a graphic that went viral on Facebook.",Fake
" In his late evening speech on April 6, President Rodrigo Duterte said he warned Filipinos about the threat of the novel coronavirus “at the start.”",Fake
 The maker of the novel coronavirus has been arrested.,Fake
 Muslim man in Dehradun spitting to spread coronavirus.,Fake
 A WhatsApp message circulating in South Sudan claims the chief justice’s son is critically ill with COVID-19.,Fake
 A graphic attributed to the state-run Philippine News Agency (PNA) that features a purported quote from Philippine President Rodrigo Duterte has been shared in multiple posts on Facebook. The graphic claims that Duterte said the government has completed distributing cash assistance to those affected by the novel coronavirus pandemic.,Fake
 Emmanuel Macron spent the first week-end of April in his residency of Bregançon in the South of France.,Fake
 This map shows when different parts of France will get out of confinement.,Fake
 Italy decreases the number of politicians to reduce expenses by COVID-19.,Fake
 A viral post on Facebook shows a quote of a forensic doctor who allegedly said that not a single healthy person died of COVID-19.,Fake
 Claim saying Bill Gates has said microchips will be mandatory for travelling after COVID-19.,Fake
" Claim saying there is no mortality increase in Europe, so COVID-19 is exaggerated.",Fake
" A nurse working in the US informs Ivorian citizens that their government is misleading them, disguising vaccines centers into testing centers against COVID-19.",Fake
" In this video, Portuguese governement asked its citizens living abroad not to come back this summer, due to COVID-19 pandemics, and will maintain its confinement dispositions",Fake
 A widely shared picture purports to show food earmarked for distribution to families in Rwanda ahead of a coronavirus lockdown.,Fake
 Kenyan electoral commission (IEBC) has hinted at postponing the 2022 general elections.,Fake
" Asian flu, Hong Kong flu, swine flu and bird flu killed more people than coronavirus has today. And that the government never shut down anything for those.",Fake
 Two Indian politicians Rahul Gandhi and Priyanka Gandhi broke lockdown orders and went to meet their friends.,Fake
 A Muslim police officer is beating up a temple priest for breaking lockdown orders in India.,Fake
 Several blogs are claiming that the United Nations doubts that there is any active COVID-19 case in Nigeria.,Fake
" Dr Charles Lieber, a Harvard professor, has been arrested in the USA for manufacturing the coronavirus and selling it to China. A video news report from WCVB, a TV station in Boston, Massachusetts, is shared with the Facebook post.",Fake
 Facebook posts states that prince Charles was treated with medicine typically used for treating calf to cure COVID-19 and that the treatment was successful.,Fake
" The governor of Mexico, Omar Fayad, said on Twitter that with vitamin C improved the symptoms of COVID-19.",Fake
 Japanese Prime Minister Shinzo Abe announced that his country has created a cure for COVID-19.,Fake
 US hospitals use mannequins as fake patients that died from COVID-19 to scare and convince people that the disease is deadly.,Fake
" A video showing body bags lying on the floor of various rooms inside a hospital was filmed in St Mary’s Hospital, London.",Fake
 Chloroquine is an effective remedy for coronavirus;,Fake
" A Facebook post states that INPS – the national public retirement fund – will provide Italian students with a 600 euros per-month check, for every month they are not allowed to go to school because of COVID-19.",Fake
" An image shared via WhatsApp states that, according to ISTAT data (the National Institute for Statistics), less people have died in the first trimester of 2020 compared to the first trimester of 2019.",Fake
 Chinese are killing thousands of bears because a belief is saying their bile can cure COVID-19.,Fake
